Event	ID	Name			Wwise Object Path	Notes
	2127355	Play_SFXGorgonDeath			\SFX\Enemies\Gorgon\Play_SFXGorgonDeath	
	86987433	Play_SFXTiltingTiles			\SFX\Platforms\Play_SFXTiltingTiles	
	355266998	Play_SFXMinotaurDeath			\SFX\Enemies\Minotaur\Play_SFXMinotaurDeath	
	457896984	Play_SFXEnemySlide			\SFX\Enemies\Play_SFXEnemySlide	
	1488573387	Play_SFXCyclopsEnterTower			\SFX\Enemies\Cyclops\Play_SFXCyclopsEnterTower	
	1624231291	Play_SFXPlaceRock			\SFX\SFXEvents_Otter\Rock\Play_SFXPlaceRock	
	1804201887	Play_SFXGroundTileSpawn			\SFX\Platforms\Play_SFXGroundTileSpawn	
	2094922267	Play_SFXTowerPlace			\SFX\SFXEvents_Otter\Tower\Play_SFXTowerPlace	
	2186760998	Play_SFXSpawnerTileSpawn			\SFX\Platforms\Play_SFXSpawnerTileSpawn	
	2225251985	Play_SFXTowerSlide			\SFX\Tower\Play_SFXTowerSlide	
	2528304328	Play_SFXCyclopsDeath			\SFX\Enemies\Cyclops\Play_SFXCyclopsDeath	
	3454470586	Play_SFXGorgonEnterTower			\SFX\Enemies\Gorgon\Play_SFXGorgonEnterTower	
	3616277950	Play_SFXTowerAttack			\SFX\Tower\Play_SFXTowerAttack	
	4103541689	Play_SFXTowerAttackHit			\SFX\Tower\Play_SFXTowerAttackHit	
	4233038817	Play_SFXMinotaurEnterTower			\SFX\Enemies\Minotaur\Play_SFXMinotaurEnterTower	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	139776857	GMTK2024_SFX_placeRock01_-7dB_v01	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_placeRock01_-7dB_v01_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\SFX_Otter\Rock\placeRock\GMTK2024_SFX_placeRock01_-7dB_v01		6292
	160864451	GMTK2024_SFX_enemyEntersTower_gorgon_-10_v1	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_enemyEntersTower_gorgon_-10_v1_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\Enemy\Gorgon\EnterTower\GMTK2024_SFX_enemyEntersTower_gorgon_-10_v1		19672
	161617009	GMTK2024_SFX_enemyDies_cyclops_-3_v3	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_enemyDies_cyclops_-3_v3_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\Enemy\Cyclops\Death\GMTK2024_SFX_enemyDies_cyclops_-3_v3		10192
	196280731	GMTK2024_SFX_enemyDies_gorgon_-11_v2	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_enemyDies_gorgon_-11_v2_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\Enemy\Gorgon\Death\GMTK2024_SFX_enemyDies_gorgon_-11_v2		14137
	265388241	GMTK2024_SFX_enemyEntersTower_minotaur_-10_v1	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_enemyEntersTower_minotaur_-10_v1_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\Enemy\Minotaur\EnterTower\GMTK2024_SFX_enemyEntersTower_minotaur_-10_v1		17811
	322104273	GMTK2024_SFX_enemyEntersTower_cyclops_-5_v1	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_enemyEntersTower_cyclops_-5_v1_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\Enemy\Cyclops\EnterTower\GMTK2024_SFX_enemyEntersTower_cyclops_-5_v1		36905
	371977938	GMTK2024_SFX_enemyDies_minotaur_-14_v3	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_enemyDies_minotaur_-14_v3_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\Enemy\Minotaur\Death\GMTK2024_SFX_enemyDies_minotaur_-14_v3		14760
	393633432	GMTK2024_SFX_placeRock03_-7dB_v01	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_placeRock03_-7dB_v01_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\SFX_Otter\Rock\placeRock\GMTK2024_SFX_placeRock03_-7dB_v01		5494
	397978699	GMTK2024_SFX_placeRock02_-7dB_v01	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_SFX_placeRock02_-7dB_v01_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\SFX_Otter\Rock\placeRock\GMTK2024_SFX_placeRock02_-7dB_v01		6704
	402597209	GMTK2024_towerPlace04_-7dB_v01	D:\UnityProjects\GameJam-GMTK-2024\GMTKWwiseProj\.cache\Windows\SFX\GMTK2024_towerPlace04_-7dB_v01_14E21738.wem		\Actor-Mixer Hierarchy\SFX\SFX\SFX_Otter\Tower\towerPlace\GMTK2024_towerPlace04_-7dB_v01		6136
